feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
PPP1R3A	0.9097	0.4788	0.9504	0.4402	0.4947	0.5072	0.2006	0.9177	1.0533	0.8852	1.0391	0.4128	0.6488	0.2762	1.3345	0.5893	0.4415	0.8794	0.9166	1.2631
PPP1R3B	0.5209	0.3438	0.5428	0.6865	2.3792	1.2068	2.6362	0.7397	0.4603	1.4499	1.8852	2.7883	1.6948	0.6276	0.6249	2.1323	0.323	0.4126	0.715	2.6122
PPP1R3C	0.0063	0.0116	0.2381	0.1811	0.0519	0.3123	0.558	0.0208	0.0231	0.579	0.0666	0.2661	0.0748	0.0092	0.1907	0.0872	0.3371	0.038	0.0518	0.0683
PPP1R3D	2.9094	0.5628	1.0282	0.9038	1.288	2.0341	0.6731	1.3995	0.6724	0.4648	1.4408	1.4667	0.1678	1.7924	0.5119	1.0174	1.6824	1.8687	1.1432	2.7127
PPP1R3F	0.2188	0.5744	1.0797	0.8173	0.2804	0.766	0.5959	0.9416	0.5962	1.0515	0.3364	0.8791	0.8055	0.4298	0.9139	1.665	1.0591	0.7468	0.617	0.3918
PPP1R7	0.3838	0.3811	1.2874	0.4942	1.1737	0.3761	0.7182	0.3374	0.6087	1.6255	0.6019	0.5832	0.9819	0.6036	0.2827	0.5569	0.4724	0.7428	0.14	0.3375
PPP1R8	0.6555	1.2689	0.478	0.184	0.3539	0.539	0.4133	0.3794	0.5318	0.4752	0.7512	0.1168	0.2774	0.3698	0.7069	0.2371	0.9763	0.4673	0.1868	0.7161
PPP1R9A	1.6021	1.8073	1.5306	1.0272	0.301	1.9561	0.0555	0.6553	0.469	0.0941	0.0325	0.0043	0.3838	0.6651	0.8629	0.2891	0.5783	0.0867	0.0455	0.1089
PPP1R9B	1.1143	1.0573	0.7564	1.2613	1.1993	1.3401	0.2199	0.1721	0.1909	0.293	0.6067	1.4446	0.4052	0.2778	0.4089	0.2203	0.3758	0.7517	0.6272	0.5268
PPP2CA	0.5745	0.3141	0.7	0.3251	0.4918	0.251	0.87	0.4475	1.1001	1.093	0.6242	0.4101	1.287	0.4901	0.4482	0.4277	0.4362	0.667	0.3773	0.5401
PPP2CB	0.6752	0.2581	0.7822	0.9962	0.504	0.368	0.7151	1.0893	0.379	0.6056	0.6758	1.3296	0.9611	0.6032	0.8681	0.8984	0.3522	0.5883	0.4588	0.5731
PPP2R1A	0.7481	0.5067	0.8404	0.9462	0.6594	0.8613	0.5225	0.4323	0.694	0.4309	1.2183	1.6839	0.2906	0.3353	0.4137	1.6138	0.4353	0.7622	0.4294	0.8535
PPP2R1B	1.4463	1.3275	0.3053	0.1715	0.4109	0.3436	0.7591	0.2144	0.7868	0.5303	1.3005	0.5258	0.3805	0.3334	0.5149	0.4645	0.9741	0.316	0.5685	0.6378
PPP2R2A	0.8714	0.7375	0.3336	0.3544	0.9804	0.3326	1.4719	1.5024	0.7786	1.8632	0.3257	0.6286	0.9113	1.7887	0.3328	1.167	0.244	0.1904	0.6648	0.8005
PPP2R2B	0.9626	0.5337	4.5147	1.0996	0.2103	1.1832	2.1968	0.5947	2.4758	2.7018	0.0827	0.6338	0.7845	0.7796	4.0225	3.8012	2.1029	0.1664	2.4818	0.201
PPP2R2C	3.8396	3.7356	4.5459	1.9834	0.0735	0.5986	0.4724	2.1413	3.3138	1.6001	1.4465	4.0973	2.0992	2.7883	2.6284	1.3405	0.2595	0.1299	0.8034	2.9125
PPP2R2D	0.7592	1.6034	0.9386	1.7379	1.2615	1.0749	1.536	1.3635	0.7979	1.2433	1.3947	1.1463	0.6718	0.7124	0.6728	0.8936	1.219	1.3578	1.6713	0.4592
PPP2R3A	3.303	1.5027	3.4195	1.6538	2.1061	0.869	1.7227	1.968	2.871	2.613	2.3511	2.7515	1.5378	1.6372	3.0944	1.4293	0.1796	2.5035	1.3554	1.9399
PPP2R3C	0.1961	0.3741	0.1471	0.2243	0.1694	0.2137	0.6465	0.4006	0.4323	0.4087	0.602	0.7745	1.0249	0.7248	0.205	0.5705	0.6571	0.4341	0.517	0.3605
PPP2R5A	3.2715	0.3747	2.9514	1.9164	1.604	1.1911	1.924	2.0496	2.7613	2.5902	1.9814	2.2147	2.1538	2.9831	2.0919	1.3394	1.3945	2.5328	1.7309	1.9883
PPP2R5B	0.3895	0.372	0.3446	0.4674	0.7211	1.0194	0.5599	0.5197	0.4851	0.5229	0.8208	1.3005	0.4572	0.3875	0.2694	0.5162	0.2803	0.7006	0.3604	0.5492
PPP2R5C	1.7459	0.2661	0.3746	0.6239	0.3979	0.6754	0.9086	0.9725	0.3375	0.4083	0.6913	0.9438	1.0343	0.9459	0.8074	0.4839	0.2978	2.0523	0.4148	0.3379
PPP2R5D	0.5581	0.4191	0.2732	0.3407	0.7412	0.2792	0.361	0.7322	0.4846	0.3306	0.7756	1.0114	0.3576	0.4472	0.3954	0.6633	0.7679	0.9372	0.837	0.3229
PPP2R5E	0.4056	0.3736	0.4657	0.8488	0.2256	0.7521	0.1882	0.3719	0.193	0.8692	0.6076	1.1819	0.3792	0.3179	0.2976	0.3795	0.4702	1.1077	0.5329	0.6083
PPP3CA	1.2126	0.9988	0.7219	2.0856	1.0202	1.4934	1.0784	0.8782	0.7639	1.2002	1.6997	1.1924	1.0573	0.9144	0.8328	2.0049	0.5761	1.082	1.2122	2.0082
PPP3CB	0.6205	1.8029	0.3838	0.971	1.0285	0.9599	1.0107	1.1651	0.7579	2.296	1.1529	1.6573	1.6401	0.9747	1.1971	1.7386	1.4195	1.5179	1.5603	2.0851
PPP3CC	0.8263	0.8443	0.4613	0.7235	0.5103	1.8845	1.1405	2.0793	0.9186	1.63	0.4972	0.8847	0.7573	0.8145	0.3182	1.0194	1.3495	0.7902	1.7256	0.9212
PPP3R1	3.082	1.3521	1.7112	2.1466	2.7693	0.6351	1.85	3.0772	2.9386	2.6729	1.8125	1.6518	2.1418	2.686	1.583	1.8723	1.481	0.8054	2.817	2.02
PPP3R2	0.9894	0.9004	1.3121	0.6609	0.6048	0.6303	0.6938	1.2253	0.29	1.5486	1.0756	0.5149	0.9383	1.2897	1.057	2.0298	1.0294	0.918	0.7373	1.2679
PPP4C	0.7219	0.6653	0.2119	0.802	2.0562	1.6297	1.5009	0.7583	1.3571	0.3538	1.3556	0.7828	0.7203	0.9047	0.7695	0.9976	0.5518	0.4836	0.2429	0.9515
PPP4R1	1.6869	0.9956	0.9642	1.938	3.1596	0.6641	2.5449	2.2723	3.2789	2.326	2.992	3.3596	2.6835	1.0323	1.5085	1.144	0.1667	1.9875	1.6012	1.1116
PPP4R2	0.9111	1.3388	0.4833	0.3728	1.0667	0.299	0.454	0.4343	0.3053	0.7734	1.0551	0.4514	0.7402	0.1123	0.4844	0.2765	0.4542	0.1909	0.5317	0.6724
PPP5C	0.3987	0.4768	0.3216	0.3664	0.0978	0.1728	0.2017	0.2456	0.3429	0.7894	0.5287	0.7546	0.2472	0.1251	0.0947	0.4349	0.1134	1.0272	0.1638	0.4632
PPP6C	0.4702	0.4631	0.5869	0.1494	0.4782	0.1487	0.2809	0.1812	0.3237	0.5517	0.6144	0.5598	0.3001	0.3709	0.9649	0.3524	0.0702	0.5835	0.5248	1.1233
PPRC1	0.2917	0.8051	0.2889	1.3679	0.4299	0.4239	0.0962	0.3591	0.1091	0.4804	0.2571	0.3488	0.2859	0.2012	0.22	0.3513	0.2868	0.7283	1.1854	0.2162
PPT1	0.5141	1.1504	1.6407	0.6215	0.9719	0.1612	1.2064	0.9446	2.2844	2.3576	1.1207	0.6391	1.0957	1.3332	0.3608	1.0346	0.5173	0.7267	1.2257	1.4716
PPT2	0.0418	0.0611	0.0192	0.1147	0.0722	0.0676	0.0203	0.0605	0.0235	0.0678	0.0389	0.0791	0.0317	0.0346	0.0464	0.0186	0.1009	0.1811	0.1404	0.1894
PPTC7	2.1699	1.482	1.1116	1.6964	1.624	1.9521	0.5596	1.2936	0.5611	0.9082	1.4033	0.9137	1.5236	0.9916	1.9505	0.7436	1.2777	2.1304	2.2297	1.947
PPWD1	0.2265	0.1184	0.112	0.2771	0.1779	0.18	0.0588	0.0556	0.1038	0.0771	0.1343	0.1309	0.2928	0.1489	0.1245	0.098	0.3466	0.1065	0.2542	0.1619
PPY	0.9787	0.5766	1.2536	0.712	0.8745	0.6498	1.4914	1.1131	1.1447	1.093	0.5248	0.6711	0.4749	1.6887	0.4751	1.8767	1.2942	0.8654	1.15	0.8688
PPY2	0.8665	0.9609	0.8255	0.7703	0.7416	0.9377	0.9204	0.8582	1.0975	0.9125	1.6074	0.5374	0.7036	0.5686	1.2671	0.6934	1.1945	0.4681	0.8216	0.9895
PPYR1	1.1734	0.957	1.3273	0.9889	0.7402	2.0405	1.0986	0.9991	1.7427	1.392	1.1347	1.4246	0.7129	2.2773	0.9235	1.4822	2.0869	1.4872	1.0449	1.2472
PQBP1	0.4355	0.2909	0.3525	0.1766	0.5106	0.3011	0.7892	0.4662	0.6961	0.6143	0.2702	0.2124	0.3441	0.4321	0.3072	0.2506	0.7425	0.5383	0.1975	0.5481
PQLC1	0.4997	0.7301	0.7198	0.5178	0.8929	0.7335	0.8387	0.4227	0.9889	0.564	1.1638	1.3657	0.3022	0.3461	0.4327	0.7446	0.3898	1.1568	0.5004	0.7262
PQLC3	1.6252	1.7747	1.7476	1.7631	1.0451	2.0272	1.9847	2.2266	1.3028	2.3158	1.8698	2.4018	2.2916	3.3775	2.9001	2.7332	2.2444	0.5901	2.4006	2.0255
PRAC	0.2162	3.8318	0.1758	0.4889	0.9212	0.5132	0.2325	0.1764	0.1413	0.1587	0.1219	0.1717	0.1661	0.4733	0.194	0.326	0.5458	0.2093	0.2059	0.1474
PRAF2	1.2158	1.0359	1.4054	1.2324	0.9885	1.419	0.9577	0.771	1.1518	1.3635	1.0171	1.3256	0.9668	1.1554	0.9942	1.5868	0.3874	1.3685	0.8969	0.7127
PRAM1	2.1173	2.1514	1.6701	2.7341	1.1154	2.432	1.4575	1.1332	1.1235	1.7265	2.6616	1.0907	2.6496	1.9352	1.6695	1.574	2.3158	2.2009	1.7707	1.4347
PRAME	0.0813	0.7747	0.0319	0.0346	0.0401	0.0048	0.0113	0.001	0.0165	0.3383	0.0012	0.0017	0.0113	0.0222	0.1365	0.0096	0.0012	0.0086	0.0152	0.658
PRAMEF1	0.7536	0.8194	1.2675	0.4114	0.7264	0.5566	0.8248	1.2605	0.9137	1.2493	0.4339	0.9327	0.3344	2.2111	1.2679	1.3283	2.1107	0.9947	1.6564	1.19
PRAMEF10	0.7362	0.496	0.5049	1.2388	1.0907	0.5734	1.5781	1.1009	0.405	0.9309	0.3934	0.6446	0.6216	1.7306	0.5379	0.5777	1.0486	0.3046	0.4117	1.4118
PRAMEF16	0.7281	0.2668	0.4444	0.3036	0.6385	0.4665	1.2342	0.7619	0.5883	0.4199	0.1766	0.7056	0.4459	0.7208	0.2377	0.6592	0.625	0.5348	0.5981	0.1823
PRAMEF2	0.066	0.0909	0.3092	0.1108	0.2661	0.1482	0.0817	0.2671	0.3361	0.3794	0.1656	0.0973	0.2504	0.3291	0.0864	0.0721	0.5723	0.1139	0.1268	0.1347
PRAMEF8	0.0135	0.0123	0.0078	0.0117	0.021	0.0138	0.0382	0.0226	0.0353	0.0218	0.0146	0.0223	0.0084	0.033	0.0108	0.0162	0.0963	0.0185	0.0192	0.0152
PRAP1	0.0603	0.303	0.1594	0.0645	0.6176	1.6032	1.0913	0.5923	0.7238	0.2746	0.1082	0.1052	0.5479	1.229	0.1073	0.8617	6.4204	0.1063	0.3201	0.1232
PRB1	1.105	1.1974	1.0269	0.4309	0.4699	0.8252	2.5666	0.3113	0.8208	0.6896	0.7427	0.8396	2.0276	1.3712	0.9529	2.1121	1.173	0.9504	4.875	2.2439
PRB2	0.3491	0.8601	2.0341	0.6934	1.5384	0.7019	1.1147	1.1396	1.0646	1.2109	0.7158	1.4547	0.8833	1.0061	0.6693	1.845	1.5126	1.22	1.4496	1.3381
PRB3	0.762	2.148	1.7262	1.2265	2.0624	1.4959	1.0805	1.5441	1.209	1.551	0.9283	1.2028	1.1288	1.6857	1.5067	2.3926	1.7013	0.9296	1.2192	1.4121
PRB4	0.7836	0.8262	1.5032	0.6544	1.5811	1.0155	1.0847	1.2509	0.8568	1.0744	0.6176	0.8339	0.8232	0.9116	0.7448	0.8459	1.5855	0.9144	1.1719	0.6994
PRC1	0.2147	0.1517	0.2219	0.0348	0.0461	0.0228	0.031	0.0597	0.1164	0.0526	0.1354	0.1013	0.0473	0.0221	0.0965	0.1166	0.04	0.0999	0.0508	0.1093
PRCC	2.2188	1.4626	1.4592	1.8368	1.4726	1.3598	0.346	1.522	0.5551	1.4081	1.1958	0.7386	1.4837	1.0923	1.0812	0.4849	0.7926	1.4954	0.6554	0.9728
PRCP	1.46	1.5584	1.1486	1.2993	2.7729	1.9549	1.8632	0.8213	1.1634	1.0599	1.5215	2.0345	2.2126	1.7573	1.7389	1.3474	2.1375	3.0894	1.8173	2.206
PRDM1	2.8151	2.9022	2.2209	2.8067	1.5184	3.9977	2.4534	1.254	0.6942	2.3505	2.3629	2.9998	2.1514	0.5709	1.7469	3.7286	1.147	1.1469	3.3677	2.4566
PRDM10	0.4196	0.9965	0.3303	0.284	0.2511	0.15	0.0957	0.2368	0.1703	0.6949	0.522	0.5046	0.7944	0.2026	0.3599	0.1176	0.8794	0.7126	0.2907	0.2971
PRDM11	0.3667	0.5607	0.3176	1.3065	1.0604	0.6941	0.6194	1.3884	0.9423	0.6833	0.6038	0.8403	0.9777	0.7741	0.7494	1.1068	0.9522	0.3235	1.336	1.1096
PRDM12	0.0622	0.0139	0.1036	0.0255	0.0136	0.0135	0.0464	0.0412	0.0254	0.0255	0.0168	0.0152	0.0476	0.0508	0.1995	0.1266	0.0846	2.2444	0.0603	0.2507
PRDM13	3.2864	0.0194	3.6565	3.3092	0.2724	0.0177	0.5436	0.1321	2.8048	3.8037	0.0104	0.0185	2.0743	1.5921	3.6608	0.6355	0.0319	5.0872	3.8037	0.3212
PRDM14	0.0925	0.119	0.0363	0.1123	0.1382	0.0814	0.1644	0.1171	0.453	0.031	0.1164	0.1973	0.0421	0.0709	0.0289	0.1482	0.4073	0.1803	0.0162	0.0397
PRDM15	0.2131	0.3145	0.09	0.2625	0.1516	0.714	0.0583	0.2096	0.1639	0.0545	0.1506	0.214	0.0571	0.1631	0.1351	0.1719	0.1786	0.3486	0.1466	0.2119
PRDM16	0.4865	0.1031	1.1386	2.7384	0.2892	1.4773	0.764	0.071	0.2211	0.6567	0.7775	0.2194	1.4293	0.4369	1.2023	0.0345	0.6817	0.2144	0.1687	0.3904
PRDM2	1.1214	1.2058	1.1636	1.6349	1.2741	1.3884	0.7287	1.0106	1.0257	1.1692	1.583	1.8351	0.8	0.4824	0.7812	1.1796	0.2901	0.7141	1.9577	0.6917
PRDM4	1.3069	2.5015	1.2407	0.9944	0.5896	0.6169	0.4051	0.7725	0.3485	0.3908	0.7249	0.9458	0.4345	0.2275	0.5671	0.738	0.2696	0.5548	1.3699	0.4066
PRDM5	2.2822	0.1011	0.1561	1.4434	0.3695	1.0975	0.0863	0.2725	0.476	0.2455	0.1146	1.0155	0.2778	0.6089	0.4252	0.2486	0.1609	0.1957	0.4949	0.3694
PRDM7	0.007	0.0155	0.0156	0.0077	0.0277	0.0178	0.0195	0.0263	0.0319	0.0113	0.0106	0.0165	0.0067	0.0311	0.0114	0.0048	0.5227	0.013	0.023	0.0083
PRDM8	0.7903	1.4753	0.5514	1.2246	0.9151	1.1325	1.1497	1.4697	1.3038	0.6303	1.46	1.1739	1.0469	0.9499	0.9756	0.8884	1.7383	1.0703	1.3931	1.2049
PRDM9	0.0227	0.0357	0.0829	0.044	0.083	0.3147	0.4957	0.0648	0.0192	0.0457	0.0699	0.1034	0.0181	0.2181	0.0847	0.1237	1.2991	0.1197	0.1007	0.0495
PRDX1	0.0314	0.6058	2.0579	0.5909	0.8306	0.3689	0.6948	0.2465	2.9145	3.0531	0.8042	0.3486	0.7012	2.865	0.4511	0.7166	0.5702	0.7521	0.295	1.8753
PRDX2	0.2026	1.0628	1.0787	0.2632	0.647	0.1975	0.4911	2.2535	1.1085	0.6008	0.5073	0.1258	0.0644	0.3378	0.2208	0.1995	1.1618	0.6658	0.4195	0.8132
PRDX3	0.145	1.5529	0.1963	0.1511	0.9992	0.106	1.776	1.1669	0.7104	0.2795	0.8697	0.6006	0.3121	0.4159	0.5641	1.1481	1.5225	0.7717	0.156	0.3555
PRDX4	0.2607	0.3764	0.404	0.1467	0.1576	1.2552	1.6948	0.6026	0.537	1.219	0.5663	0.8721	0.9772	1.1654	0.6566	0.7494	1.0509	0.5695	0.4352	0.6447
PRDX5	0.7182	0.3772	0.4799	1.0757	1.2162	1.4511	2.1399	2.7938	1.3513	0.7847	1.1137	2.1461	1.4824	2.3458	1.0754	1.0638	1.6416	0.5947	0.768	1.2292
PRDX6	1.7386	0.5943	1.7022	0.4398	0.3663	0.162	0.263	0.644	0.4466	0.6713	0.2805	0.1156	1.1701	0.6951	0.435	0.3622	0.3211	0.263	0.3537	0.5722
PREB	0.2622	0.1557	0.2839	0.2425	0.3254	0.6173	0.5065	0.2919	0.4463	0.5669	0.2374	0.3794	0.2394	0.9676	0.2216	0.9882	1.0746	0.4356	0.2807	0.4777
PRELID1	0.3992	0.4512	0.3218	0.4935	0.1712	0.6786	0.4971	0.3377	0.3961	0.6914	0.4927	0.5596	0.6297	0.6517	0.2895	0.3508	1.2753	1.3584	0.2563	0.4814
PRELID2	0.7609	0.1206	0.2895	0.234	0.3152	0.2422	0.3148	0.5091	0.8477	1.1405	0.2518	0.2618	0.2758	0.6795	0.929	0.203	0.1777	0.3885	1.4358	0.2749
PRELP	3.5186	3.0747	2.8475	3.5377	1.9525	3.1131	1.6352	2.4031	2.4417	2.3689	2.5673	1.6818	1.9974	2.2905	3.0483	2.8829	1.1314	2.4547	3.3483	2.8217
PREP	0.7791	1.0609	0.4762	1.1453	1.7654	0.4519	0.4864	0.3215	0.3774	0.344	1.389	1.665	1.7102	0.3677	0.9344	0.9795	0.6304	1.2574	1.0835	0.5929
PREPL	0.6507	0.7686	1.3088	0.5132	0.3575	0.3405	0.3705	0.2911	0.5774	1.8407	0.5882	0.2977	0.7573	1.6384	1.6716	0.7984	0.4293	0.8366	1.0049	1.0606
PREX1	0.6989	0.5385	0.1499	1.3877	0.2654	1.5879	0.0834	0.0366	0.0406	0.1725	0.7399	0.034	0.7396	0.0852	0.0579	0.0627	0.7632	0.0899	0.3394	0.2121
PRF1	3.5281	3.2352	2.6803	2.6425	1.4206	3.1081	1.9879	1.2747	1.207	4.0447	2.5307	2.3969	3.3547	2.017	1.7654	1.0214	3.7474	3.1596	2.3135	2.5492
PRG2	0.1047	0.0899	0.0803	0.07	0.1151	0.1737	0.2121	0.0986	0.1598	0.1924	0.0959	0.0938	0.0803	0.1661	0.0344	0.171	0.3101	0.1093	0.0601	0.1311
PRG3	1.4741	1.7459	1.2288	0.9877	1.0633	0.4296	1.6206	1.0565	1.6818	1.1768	1.0391	0.622	1.1228	1.7547	1.1067	1.5164	0.9198	0.8208	1.0746	1.0549
PRH2	0.2606	0.519	0.2635	0.5176	0.9679	1.0387	0.8281	0.6271	1.0269	0.9826	0.2305	2.15	0.7525	0.6935	0.6085	2.069	0.8396	0.5518	1.6384	0.5474
PRIC285	0.8768	0.6986	0.8104	0.5981	0.7604	1.7837	1.0454	0.8395	1.3096	1.5465	0.8672	1.6994	0.5836	1.4503	0.6676	1.3513	1.5665	1.6418	0.5783	1.0361
PRICKLE1	0.2074	0.0965	1.0	2.0579	0.0654	1.8691	1.9248	0.6487	0.4686	1.3049	1.908	1.8658	0.7701	0.165	2.1938	1.0419	0.1447	0.262	2.6584	0.5927
PRICKLE2	0.1921	1.8368	0.5718	0.9214	0.2159	0.753	0.536	0.4753	0.4347	0.4322	0.4944	0.9194	0.4272	0.1355	0.4929	1.8904	0.1625	0.0623	0.6292	0.1175
PRIM1	0.1955	0.1538	0.0444	0.0355	0.0526	0.0249	0.1778	0.4489	0.1433	0.087	0.0396	0.0889	0.1988	0.4451	0.2404	0.1493	0.5345	0.0998	0.0536	0.0681
PRIM2	0.487	0.292	0.1355	0.0504	0.1921	0.0208	0.7062	0.8673	0.9744	0.3603	0.5109	0.2197	0.1905	0.1939	0.6977	0.2406	0.0053	0.2495	0.1369	0.4244
PRIMA1	1.3086	3.214	1.634	1.8841	0.5991	0.3698	1.5032	2.1572	0.6836	1.058	2.6191	1.4961	1.3942	1.3465	2.1404	1.4229	1.775	1.0361	2.4599	0.5867
PRKAA1	0.2932	0.5131	0.2278	1.0654	2.652	0.331	1.8893	1.0697	0.6244	1.8945	1.1074	0.3986	0.9014	0.784	1.4141	1.4045	0.9329	0.8584	0.574	1.7813
PRKAA2	0.6719	0.05	0.3808	0.7825	0.1987	0.2636	0.4444	0.4047	0.0686	0.9342	0.0941	0.0586	1.0568	0.6129	0.8439	0.0503	0.3137	0.1456	0.1249	0.8097
PRKAB1	0.3815	0.4177	0.7608	0.7355	1.9553	1.3262	1.6369	1.0507	1.4729	0.3516	0.4202	0.5655	0.388	0.7725	0.9501	1.3534	1.0575	1.4123	0.5206	1.1889
PRKAB2	1.0329	0.5324	0.7981	0.438	0.3151	0.2446	0.2293	0.7579	1.3053	0.4348	0.4723	0.8192	1.0872	0.8495	1.5324	0.2569	1.686	1.0658	0.8757	0.5043
PRKACA	0.5452	0.5543	0.6651	0.2008	0.828	0.5423	0.9731	0.6904	1.1579	0.4557	0.8472	1.0397	0.3694	0.393	0.5073	1.0952	0.5973	1.0098	0.5935	0.6735
PRKACB	0.9571	0.679	0.8209	0.988	0.2989	0.7702	0.9726	0.2596	1.2328	1.9352	0.8255	1.3816	1.2249	0.9125	0.3421	0.2135	1.2876	0.3644	0.6379	1.227
PRKACG	0.5451	0.8249	0.6999	0.7838	0.6903	0.693	0.1674	0.8024	0.7656	0.8981	0.6094	0.758	0.6421	0.6118	1.0131	0.6539	0.5644	0.6603	0.4047	1.0857
PRKAG1	0.3095	0.6135	0.391	0.0315	1.507	0.1244	0.6852	0.2273	1.1609	0.2655	0.5428	0.9829	0.3381	0.5659	1.1021	0.3274	0.1827	1.2641	0.6489	0.6619
PRKAG2	2.2927	2.5392	2.0584	1.643	1.8132	1.5049	2.8552	3.3924	1.668	1.0957	2.9471	1.404	2.322	3.371	2.4745	2.652	1.701	2.711	2.5442	1.7208
PRKAG3	3.5552	1.0567	2.7568	0.5895	1.9271	0.3046	1.2403	0.73	1.3285	1.6243	1.0177	2.3707	0.667	1.1788	2.1587	1.6329	1.0779	0.6239	0.0259	0.4621
PRKAR1A	0.8826	0.262	0.7637	1.3774	0.8625	0.4919	0.0835	0.4883	0.3094	0.4084	0.8706	0.4042	0.4121	0.2225	0.4924	0.2085	0.1187	0.2732	0.4541	0.4265
PRKAR1B	0.2213	1.57	0.8984	0.1557	0.6974	0.4065	0.5532	0.382	0.7329	0.652	0.4113	1.1716	0.8266	0.3966	0.8745	0.4956	0.2671	0.4697	0.2622	1.1982
PRKAR2A	0.3272	0.2563	0.1366	0.1419	0.3801	0.1721	0.1557	0.1609	0.3564	0.2636	0.2941	0.217	0.3377	0.333	0.423	0.2232	0.363	0.2387	0.2841	0.6943
PRKAR2B	0.1994	2.4705	0.4479	0.1404	0.0806	0.1566	0.0317	0.0481	0.0102	0.0857	0.0227	0.0273	0.0871	0.0424	0.0453	0.0314	0.1695	0.2714	0.1763	0.0551
PRKCA	0.0444	0.2481	0.0515	0.1129	0.0299	0.1158	0.0274	0.0326	0.0761	0.0533	0.1059	0.1547	0.2233	0.2644	0.0989	0.083	0.4518	0.0957	0.0559	0.0575
PRKCB1	0.1112	0.288	0.1418	0.0995	0.0128	0.5607	0.1284	0.0086	0.0312	0.0407	0.087	0.0127	0.1189	0.0264	0.0137	0.0358	0.2583	0.0416	0.1022	0.0321
PRKCD	1.1384	1.8517	1.5009	0.996	1.3392	2.2713	0.7997	0.5185	1.1018	1.041	1.7392	1.3714	1.1228	0.7037	0.7868	2.0192	1.0661	0.5221	1.1224	0.7819
PRKCDBP	0.2809	2.0699	0.8366	1.736	0.1279	1.7319	1.3498	1.8114	1.0872	0.5867	1.8738	2.945	1.983	0.7311	1.2743	1.8979	0.5481	0.2262	1.2737	0.4556
PRKCE	0.1664	0.109	0.4857	2.0584	0.7242	0.9415	0.3977	1.3036	0.5244	0.3418	1.1904	0.6348	1.4857	0.8344	0.2572	0.614	0.4223	0.6501	1.0235	0.392
PRKCG	0.8745	0.9646	1.2933	1.0697	0.482	1.3541	0.9754	0.7771	1.1395	1.3759	0.4936	0.4313	0.7696	0.6658	0.2679	0.6065	1.5397	0.4981	1.2711	1.373
PRKCH	2.6721	2.2866	2.42	3.1335	2.803	2.6245	3.1335	2.8484	2.5118	2.8582	2.8981	3.458	3.0169	1.3009	2.7756	3.0483	1.9175	3.5711	2.7515	2.9764
PRKCI	2.891	1.5899	2.8641	2.0431	2.4	1.9912	0.6412	2.224	2.0536	2.4988	1.9126	1.9624	2.1558	3.2612	2.686	1.179	2.1262	2.2972	3.2879	2.1295
PRKCQ	0.2514	0.1064	0.3098	0.4044	0.0348	0.5352	0.0415	0.5806	0.0258	0.0569	0.5068	0.7327	0.9145	0.053	0.028	0.0648	0.1809	0.0817	0.2965	0.067
PRKCSH	0.1654	0.1197	0.4239	0.2553	0.3462	0.7355	0.0482	0.4011	0.3504	0.1028	0.1787	1.034	0.089	0.0561	0.1195	0.1281	0.0144	1.7687	0.1238	0.1414
PRKD1	0.4134	0.8349	1.0792	1.7978	0.2498	0.4931	1.4274	0.5201	0.8041	0.8748	0.3205	0.1722	0.3597	0.3127	0.2472	1.5603	0.0351	0.1343	1.4377	0.4305
PRKD2	0.5246	0.3404	0.6748	0.5022	0.5224	1.1924	0.1983	0.1177	0.5942	0.6946	0.7948	1.0146	0.3663	0.2003	0.2933	0.3778	0.1176	0.607	0.2774	0.7592
PRKD3	0.2579	0.4054	0.0517	0.1238	0.0757	0.1652	0.1265	0.2851	0.0847	0.3247	0.2193	0.1393	0.053	0.2008	0.1559	0.1259	0.1584	0.0878	0.1149	0.1048
PRKDC	0.2606	0.6668	0.3147	0.4716	0.1533	0.2025	0.0394	0.1344	0.1012	0.1541	0.4567	0.2971	0.163	0.0593	0.1949	0.1045	0.2976	0.4622	0.5125	0.1911
PRKG1	2.3505	2.1803	1.9684	2.2674	1.7395	2.3033	1.5052	1.7684	1.2927	2.4672	1.6175	2.2691	1.1823	1.6497	2.1015	1.9217	1.2647	1.4624	2.6632	2.3767
PRKG2	0.8211	0.8331	1.2421	1.2743	2.1121	1.0025	1.3351	0.0812	3.5671	1.6515	1.1856	0.5499	1.2838	2.3816	1.2929	1.3437	0.6279	0.8005	1.1607	0.4824
PRKRA	0.5427	0.8821	1.7631	0.5715	0.6318	0.543	1.2284	1.7162	1.0485	1.2536	0.7724	0.2581	0.8625	1.2582	1.9206	1.3126	0.5118	1.1696	0.7948	2.4892
PRKRIP1	0.4316	0.5581	0.3342	0.2044	0.3381	0.6673	0.4405	0.4671	0.4982	0.2879	0.3779	0.3852	0.293	0.4239	0.3533	0.2571	0.4727	0.3014	0.3502	0.1469
